Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,CTR,CPC,CPL,ROAS
A1381,data analytics course,169,3069,227.7,12,5,0.03,1063,,Hyderabad,mobile,data analytics course,0.055066797,1.347337278,18.975,4.668423364
A1382,data analytics course,195,3738,202.08,18,7,0.046,1647,,Hyderabad,tablet,online data analytic,0.052166934,1.036307692,11.22666667,8.15023753
A1383,data analytics course,161,4852,235.1,10,8,0.05,1738,24-11-2024,Hyderabad,desktop,online data analytic,0.033182193,1.460248447,23.51,7.392598894
A1384,data analytics course,195,5120,249.6,26,3,0.015,1571,,Hyderabad,mobile,data anaytics training,0.038085938,1.28,9.6,6.294070513
A1385,data analytics course,111,3550,231.81,10,9,0.081,1462,,Hyderabad,mobile,data anaytics training,0.031267606,2.088378378,23.181,6.306889263
A1386,data analytics course,124,5618,205.95,25,7,0.056,1374,,Delhi,mobile,data analytics course,0.022071912,1.660887097,8.238,6.671522214
A1387,data analytics course,89,4700,219.95,28,6,0.067,1493,,Hyderabad,mobile,data analytics course,0.01893617,2.471348315,7.855357143,6.787906342
A1388,data analytics course,122,5874,201.04,10,7,0.046,1352,,Delhi,desktop,data analytics course,0.020769493,1.647868852,20.104,6.725029845
A1389,data analytics course,177,5965,199.7,28,3,0.017,1090,13-11-2024,Hyderabad,mobile,data analitics online,0.029673093,1.128248588,7.132142857,5.458187281
A1390,data analytics course,163,5774,221.61,29,9,0.055,1396,,Hyderabad,desktop,learn data analytics,0.028229997,1.359570552,7.641724138,6.299354722
A1391,data analytics course,124,4079,189.07,18,3,0.024,1430,,Delhi,desktop,data analytics course,0.030399608,1.524758065,10.50388889,7.56333633
A1392,data analytics course,105,3670,218.45,25,6,0.046,1650,,Pune,desktop,online data analytic,0.028610354,2.08047619,8.738,7.553215839
A1393,data analytics course,122,3394,215.57,20,4,0.046,1053,,Pune,mobile,data analitics online,0.035945787,1.766967213,10.7785,4.88472422
A1394,data analytics course,166,5730,241.3,16,5,0.03,1505,,Hyderabad,mobile,data analitics online,0.028970332,1.453614458,15.08125,6.237049316
A1395,data analytics course,96,3761,196.45,10,5,0.035,1518,30-11-2024,Pune,tablet,online data analytic,0.025525126,2.046354167,19.645,7.727157037
A1396,data analytics course,135,4505,214.64,17,9,0.046,1500,,Hyderabad,mobile,online data analytic,0.029966704,1.589925926,12.62588235,6.98844577
A1397,data analytics course,179,3975,183.25,14,3,0.017,1505,06-11-2024,Pune,tablet,data analytics course,0.045031447,1.023743017,13.08928571,8.212824011
A1398,data analytics course,163,4518.5,206.46,14,3,0.046,1103,,Hyderabad,tablet,learn data analytics,0.036073918,1.266625767,14.74714286,5.342439213
A1399,data analytics course,198,5883,215.57,19,9,0.045,1182,,Hyderabad,mobile,data analitics online,0.033656298,1.088737374,11.34578947,5.483137728
A1400,data analytics course,86,3555,225.23,11,6,0.035,1193,,Hyderabad,desktop,data anaytics training,0.02419128,2.618953488,20.47545455,5.296807708
A1401,data analytics course,89,3760,218.69,21,9,0.101,1474,,Delhi,desktop,learn data analytics,0.023670213,2.457191011,10.41380952,6.740134437
A1402,data analytics course,118,3596,236.66,29,9,0.076,1154,,Hyderabad,tablet,data analytics course,0.032814238,2.00559322,8.160689655,4.876193696
A1403,data analytics course,139,3217,232.15,21,8,0.046,1726,,Hyderabad,mobile,data anaytics training,0.043207958,1.670143885,11.0547619,7.434848159
A1404,data analytics course,95,5386,184.96,23,8,0.051,1045,,Pune,desktop,online data analytic,0.017638322,1.946947368,8.04173913,5.649870242
A1405,data analytics course,144,5381,199.43,10,10,0.069,1085,09-11-2024,Delhi,desktop,data anaytics training,0.026760825,1.384930556,19.943,5.440505441
A1406,data analytics course,107,5536,238.75,15,3,0.034,1822,,Hyderabad,mobile,analytics for data,0.019328035,2.231308411,15.91666667,7.631413613
A1407,data analytics course,146,3165,211.09,16,7,0.048,1706,08-11-2024,Hyderabad,mobile,learn data analytics,0.046129542,1.445821918,13.193125,8.081860818
A1408,data analytics course,114,5217,247.94,11,10,0.088,1876,18-11-2024,Hyderabad,desktop,data analitics online,0.021851639,2.174912281,22.54,7.566346697
A1409,data analytics course,162,4301,223.77,21,7,0.043,1066,,Pune,mobile,learn data analytics,0.037665659,1.381296296,10.65571429,4.763819994
A1410,data analytics course,95,5971,214.57,29,10,0.046,1539,16-11-2024,Hyderabad,mobile,analytics for data,0.015910233,2.258631579,7.398965517,7.172484504
A1411,data analytics course,163,5160,184.84,19,4,0.041,1773,,Pune,desktop,data analytics course,0.031589147,1.13398773,9.728421053,9.592079636
A1412,data analytics course,148,5947,212.38,12,4,0.046,1294,,Delhi,mobile,online data analytic,0.024886497,1.435,17.69833333,6.092852434
A1413,data analytics course,156,4150,223.17,20,10,0.064,1940,,Delhi,tablet,learn data analytics,0.037590361,1.430576923,11.1585,8.692924676
A1414,data analytics course,99,4040,215.57,13,5,0.051,1502,26-11-2024,Hyderabad,tablet,online data analytic,0.02450495,2.177474747,16.58230769,6.967574338
A1415,data analytics course,124,5956,201.44,12,9,0.073,1598,24-11-2024,Hyderabad,tablet,data analitics online,0.020819342,1.624516129,16.78666667,7.932883241
A1416,data analytics course,138,4769,229.44,27,8,0.058,1505,,Pune,mobile,data anaytics training,0.028936884,1.662608696,8.497777778,6.559449093
A1417,data analytics course,140,3822,241.68,30,10,0.057,1138,,Hyderabad,tablet,data analytics course,0.036630037,1.726285714,8.056,4.708705727
A1418,data analytics course,81,3147,232.2,30,9,0.111,1066,29-11-2024,Pune,mobile,data analytics course,0.025738799,2.866666667,7.74,4.59086994
A1419,data analytics course,165,4613,246.72,19,3,0.018,1055,,Hyderabad,tablet,data anaytics training,0.03576848,1.495272727,12.98526316,4.276102464
A1420,data analytics course,193,4919,247.24,19,4,0.021,1933,,Pune,desktop,data analitics online,0.039235617,1.281036269,13.01263158,7.818314189
A1421,data analytics course,149,5205,218.42,20,4,0.046,1070,,Pune,mobile,online data analytic,0.028626321,1.46590604,10.921,4.898818789
A1422,data analytics course,81,3497,226.66,11,6,0.074,1047,19-11-2024,Pune,mobile,data analitics online,0.023162711,2.798271605,20.60545455,4.619253507
A1423,data analytics course,153,4057,197.54,23,5,0.046,1926,,Hyderabad,tablet,data analitics online,0.037712596,1.291111111,8.588695652,9.749924066
A1424,data analytics course,127,5018,194.25,17,8,0.046,1350,21-11-2024,Hyderabad,mobile,data analitics online,0.025308888,1.529527559,11.42647059,6.94980695
A1425,data analytics course,99,4012,220.76,14,4,0.04,1698,,Delhi,tablet,data anaytics training,0.024675972,2.22989899,15.76857143,7.691610799
A1426,data analytics course,104,3013,204.07,12,3,0.058,1016,,Delhi,mobile,learn data analytics,0.034517093,1.962211538,17.00583333,4.978683785
A1427,data analytics course,118,3824,184.8,16,5,0.042,1818,19-11-2024,Hyderabad,desktop,learn data analytics,0.030857741,1.566101695,11.55,9.837662338
A1428,data analytics course,148,5000,224.41,11,3,0.046,1491,,Hyderabad,mobile,online data analytic,0.0296,1.516283784,20.40090909,6.644088944
A1429,data analytics course,88,3804,249.2,10,8,0.038,1044,,Hyderabad,tablet,data anaytics training,0.023133544,2.831818182,24.92,4.1894061
A1430,data analytics course,142,3791,207.86,23,4,0.028,1073,20-11-2024,Hyderabad,tablet,data analitics online,0.037457135,1.463802817,9.037391304,5.162128356
A1431,data analytics course,127,5198,242.56,26,6,0.047,1872,16-11-2024,Hyderabad,tablet,learn data analytics,0.024432474,1.90992126,9.329230769,7.7176781
A1432,data analytics course,117,5329,212.49,14,5,0.046,1888,,Pune,mobile,data analytics course,0.021955339,1.816153846,15.17785714,8.885124006
A1433,data analytics course,125,5435,202.65,25,5,0.04,1767,23-11-2024,Pune,desktop,online data analytic,0.02299908,1.6212,8.106,8.719467061
A1434,data analytics course,92,4977,209.78,26,3,0.046,1834,,Hyderabad,tablet,learn data analytics,0.018485031,2.280217391,8.068461538,8.742492135
A1435,data analytics course,112,3850,233.52,14,8,0.033,1760,22-11-2024,Pune,desktop,data analytics course,0.029090909,2.085,16.68,7.536827681
A1436,data analytics course,144,5976,197.65,13,9,0.062,1743,,Hyderabad,mobile,data analytics course,0.024096386,1.372569444,15.20384615,8.818618771
A1437,data analytics course,103,4693,218.67,14,10,0.046,1390,,Pune,mobile,learn data analytics,0.021947582,2.123009709,15.61928571,6.356610418
A1438,data analytics course,117,4367,233.27,24,3,0.046,1238,24-11-2024,Hyderabad,tablet,learn data analytics,0.026791848,1.993760684,9.719583333,5.307154799
A1439,data analytics course,100,5481,180.72,14,7,0.07,1185,02-11-2024,Delhi,desktop,analytics for data,0.018244846,1.8072,12.90857143,6.557104914
A1440,data analytics course,179,4109,191.84,19,4,0.022,1961,,Hyderabad,tablet,online data analytic,0.043562911,1.071731844,10.09684211,10.22206005
A1441,data analytics course,180,3887,186.26,18,6,0.033,1048,,Hyderabad,desktop,data analytics course,0.046308207,1.034777778,10.34777778,5.626543541
A1442,data analytics course,146,4633,186.07,26,3,0.021,1053,,Hyderabad,desktop,data anaytics training,0.031513058,1.274452055,7.156538462,5.659160531
A1443,data analytics course,124,5353,239.69,13,4,0.032,1493,19-11-2024,Delhi,desktop,learn data analytics,0.023164581,1.932983871,18.43769231,6.228878969
A1444,data analytics course,169,5380,199.66,27,6,0.036,1059,,Pune,desktop,data anaytics training,0.031412639,1.181420118,7.394814815,5.304016829
A1445,data analytics course,91,5104,211.85,29,9,0.046,1309,16-11-2024,Hyderabad,tablet,data analytics course,0.017829154,2.328021978,7.305172414,6.178900165
A1446,data analytics course,145,4518.5,236.03,24,8,0.046,1220,,Pune,desktop,online data analytic,0.032090295,1.627793103,9.834583333,5.16883447
A1447,data analytics course,115,4345,229.71,15,4,0.046,1467,26-11-2024,Hyderabad,mobile,data analytics course,0.026467204,1.997478261,15.314,6.386313177
A1448,data analytics course,123,3527,239.31,21,3,0.024,1536,,Hyderabad,tablet,analytics for data,0.03487383,1.945609756,11.39571429,6.418453053
A1449,data analytics course,101,3330,209.8,19,10,0.099,1296,14-11-2024,Pune,mobile,data anaytics training,0.03033033,2.077227723,11.04210526,6.177311725
A1450,data analytics course,141,3913,245.32,21,3,0.056,1904,,Hyderabad,desktop,analytics for data,0.036033734,1.739858156,11.68190476,7.761291375
A1451,data analytics course,160,4597,211.88,21,4,0.025,1505,,Hyderabad,desktop,data anaytics training,0.034805308,1.32425,10.08952381,7.103077214
A1452,data analytics course,105,3008,206.91,21,4,0.038,1009,10-11-2024,Delhi,desktop,online data analytic,0.034906915,1.970571429,9.852857143,4.87651636
A1453,data analytics course,178,5318,207.05,18,4,0.031,1421,20-11-2024,Hyderabad,desktop,data analitics online,0.03347123,1.163202247,11.50277778,6.863076552
A1454,data analytics course,189,5244,242.18,29,3,0.016,1080,07-11-2024,Delhi,mobile,analytics for data,0.03604119,1.281375661,8.351034483,4.459492939
A1455,data analytics course,114,4804,249.33,14,6,0.053,1879,,Delhi,mobile,data analytics course,0.023730225,2.187105263,17.80928571,7.536197008
A1456,data analytics course,160,5920,201.3,30,7,0.047,1080,,Pune,tablet,data analytics course,0.027027027,1.258125,6.71,5.365126677
A1457,data analytics course,101,5280,234.72,18,9,0.046,1046,,Delhi,tablet,data analytics course,0.019128788,2.323960396,13.04,4.456373551
A1458,data analytics course,146,3887,206.59,26,9,0.062,1042,,Hyderabad,desktop,online data analytic,0.037561101,1.415,7.945769231,5.043806573
A1459,data analytics course,128,4532,183.28,11,7,0.046,1571,,Pune,desktop,data anaytics training,0.028243601,1.431875,16.66181818,8.571584461
A1460,data analytics course,163,4125,246.09,27,5,0.031,1910,,Hyderabad,mobile,learn data analytics,0.039515152,1.509754601,9.114444444,7.76138811
A1461,data analytics course,193,5571,213.5,19,8,0.059,1754,,Hyderabad,mobile,analytics for data,0.034643691,1.106217617,11.23684211,8.215456674
A1462,data analytics course,179,4309,237.62,21,7,0.039,1719,,Hyderabad,mobile,data analytics course,0.041540961,1.327486034,11.3152381,7.234239542
A1463,data analytics course,86,5538,223.13,22,7,0.037,1544,,Pune,tablet,data anaytics training,0.015529072,2.594534884,10.14227273,6.919732891
A1464,data analytics course,92,3162,202.76,25,5,0.046,1577,,Pune,mobile,data anaytics training,0.029095509,2.203913043,8.1104,7.777668179
A1465,data analytics course,125,5811,194.92,14,7,0.03,1505,,Pune,tablet,data anaytics training,0.021510928,1.55936,13.92285714,7.721116355
A1466,data analytics course,147,3112,206.74,12,8,0.054,1815,,Pune,mobile,data analytics course,0.047236504,1.406394558,17.22833333,8.779142885
A1467,data analytics course,143,4492,188.98,13,3,0.056,1505,,Hyderabad,mobile,online data analytic,0.031834372,1.321538462,14.53692308,7.963805694
A1468,data analytics course,181,4518.5,208.33,22,8,0.044,1932,05-11-2024,Hyderabad,tablet,online data analytic,0.040057541,1.150994475,9.469545455,9.27374838
A1469,data analytics course,164,3872,210.53,12,5,0.03,1532,,Pune,tablet,data analitics online,0.042355372,1.283719512,17.54416667,7.276872655
A1470,data analytics course,199,4255,212.84,14,6,0.054,1125,,Delhi,desktop,learn data analytics,0.046768508,1.069547739,15.20285714,5.28566059
A1471,data analytics course,83,4518.5,229.97,12,8,0.096,2000,,Delhi,desktop,analytics for data,0.018368928,2.770722892,19.16416667,8.696786537
A1472,data analytics course,150,5619,191.89,23,6,0.04,1735,,Pune,desktop,data anaytics training,0.026695141,1.279266667,8.343043478,9.041638439
A1473,data analytics course,171,5157,183.26,24,9,0.046,1430,,Pune,desktop,data analitics online,0.033158813,1.071695906,7.635833333,7.803121248
A1474,data analytics course,139,4871,211.4,25,9,0.065,1247,29-11-2024,Pune,mobile,data anaytics training,0.028536235,1.520863309,8.456,5.898770104
A1475,data analytics course,117,5863,224.69,24,10,0.054,1580,,Delhi,mobile,data analitics online,0.019955654,1.92042735,9.362083333,7.031910632
A1476,data analytics course,196,3205,188.82,24,8,0.041,1837,,Hyderabad,desktop,data analytics course,0.061154446,0.963367347,7.8675,9.728842284
A1477,data analytics course,184,5463,224.58,30,6,0.033,1565,,Hyderabad,tablet,data anaytics training,0.033681128,1.220543478,7.486,6.968563541
A1478,data analytics course,103,5667,232.48,26,8,0.046,1888,,Delhi,tablet,learn data analytics,0.018175401,2.257087379,8.941538462,8.121128699
A1479,data analytics course,120,4666,180.72,30,3,0.053,1627,,Pune,mobile,analytics for data,0.02571796,1.506,6.024,9.002877379
A1480,data analytics course,148,3632,214.46,28,10,0.046,1589,,Pune,mobile,data anaytics training,0.040748899,1.449054054,7.659285714,7.409307097
A1481,data analytics course,80,3834,181.22,15,3,0.037,1270,,Hyderabad,tablet,learn data analytics,0.020865936,2.26525,12.08133333,7.008056506
A1482,data analytics course,168,3934,246.09,24,6,0.041,1592,,Hyderabad,tablet,data analitics online,0.042704626,1.464821429,10.25375,6.469177943
A1483,data analytics course,136,5724,218.37,25,10,0.074,1268,18-11-2024,Delhi,desktop,data analytics course,0.023759609,1.605661765,8.7348,5.806658424
A1484,data analytics course,86,4763,243.78,11,8,0.093,1770,,Pune,mobile,learn data analytics,0.018055847,2.834651163,22.16181818,7.260644844
A1485,data analytics course,175,3095,236.86,22,4,0.023,1617,,Hyderabad,mobile,analytics for data,0.056542811,1.353485714,10.76636364,6.826817529
A1486,data analytics course,173,5554,185.09,22,4,0.023,1000,01-11-2024,Delhi,desktop,data analytics course,0.031148722,1.069884393,8.413181818,5.402777027
A1487,data analytics course,192,3407,223.29,29,9,0.047,1538,,Delhi,tablet,data anaytics training,0.056354564,1.16296875,7.699655172,6.887903623
A1488,data analytics course,190,4465,241.38,28,5,0.026,1910,,Hyderabad,desktop,analytics for data,0.042553191,1.270421053,8.620714286,7.912834535
A1489,data analytics course,161,3311,221.64,16,5,0.031,1006,,Hyderabad,tablet,online data analytic,0.048625793,1.376645963,13.8525,4.538891897
A1490,data analytics course,197,3265,200.4,15,3,0.015,1882,,Delhi,mobile,learn data analytics,0.060336907,1.017258883,13.36,9.391217565
A1491,data analytics course,80,4969,210.7,25,3,0.037,1146,05-11-2024,Hyderabad,tablet,analytics for data,0.016099819,2.63375,8.428,5.439012814
A1492,data analytics course,145,5368,200.88,14,4,0.028,1125,,Hyderabad,tablet,learn data analytics,0.027011923,1.38537931,14.34857143,5.600358423
A1493,data analytics course,90,5851,232.94,22,8,0.089,1421,28-11-2024,Pune,desktop,learn data analytics,0.015381986,2.588222222,10.58818182,6.100283335
A1494,data analytics course,109,4884,228.13,11,8,0.046,1680,,Delhi,desktop,data anaytics training,0.022317772,2.09293578,20.73909091,7.364222154
A1495,data analytics course,130,5719,215.57,10,5,0.03,1208,,Delhi,desktop,analytics for data,0.022731247,1.658230769,21.557,5.603748202
A1496,data analytics course,179,5828,247.84,15,4,0.022,1127,,Hyderabad,mobile,analytics for data,0.030713795,1.384581006,16.52266667,4.547288573
A1497,data analytics course,181,4935,239.29,15,5,0.03,1497,,Hyderabad,desktop,data anaytics training,0.036676798,1.322044199,15.95266667,6.256007355
A1498,data analytics course,188,4491,201.73,24,7,0.037,1906,21-11-2024,Delhi,mobile,online data analytic,0.041861501,1.073031915,8.405416667,9.448272443
A1499,data analytics course,139,3659,189.09,16,4,0.029,1892,,Delhi,desktop,data anaytics training,0.037988521,1.360359712,11.818125,10.00581734
A1500,data analytics course,99,4809,210.6,24,8,0.081,1505,,Pune,mobile,data analytics course,0.0205864,2.127272727,8.775,7.146248813
A1501,data analytics course,95,5844,211.95,10,9,0.095,1444,,Hyderabad,tablet,learn data analytics,0.016255989,2.231052632,21.195,6.812927577
A1502,data analytics course,131,5559,215.57,28,5,0.035,1604,,Delhi,desktop,analytics for data,0.023565389,1.645572519,7.698928571,7.440738507
A1503,data analytics course,190,4630,217.6,27,4,0.046,1900,,Hyderabad,tablet,data anaytics training,0.041036717,1.145263158,8.059259259,8.731617647
A1504,data analytics course,123,3340,225.16,23,8,0.046,1563,26-11-2024,Hyderabad,mobile,online data analytic,0.036826347,1.830569106,9.789565217,6.941730325
A1505,data analytics course,97,3330,182.98,15,3,0.031,1102,14-11-2024,Delhi,tablet,data analitics online,0.029129129,1.886391753,12.19866667,6.022516122
A1506,data analytics course,164,3117,198.53,25,5,0.046,1749,29-11-2024,Delhi,mobile,analytics for data,0.052614694,1.21054878,7.9412,8.809751675
A1507,data analytics course,134,3562,247.59,24,10,0.075,1295,,Hyderabad,tablet,analytics for data,0.037619315,1.847686567,10.31625,5.230421261
A1508,data analytics course,117,5144,221.76,23,3,0.038,1338,,Delhi,mobile,analytics for data,0.022744946,1.895384615,9.64173913,6.033549784
A1509,data analytics course,168,4375,215.57,19,8,0.048,1267,06-11-2024,Delhi,mobile,online data analytic,0.0384,1.283154762,11.34578947,5.877441202
A1510,data analytics course,173,3328,224.17,15,10,0.043,1904,28-11-2024,Pune,mobile,online data analytic,0.051983173,1.295780347,14.94466667,8.493553999
A1511,data analytics course,158,4336,238.29,26,9,0.052,1245,30-11-2024,Delhi,tablet,online data analytic,0.036439114,1.508164557,9.165,5.224726174
A1512,data analytics course,135,5063,195.58,22,6,0.044,1505,,Delhi,tablet,learn data analytics,0.026664033,1.448740741,8.89,7.695060845
A1513,data analytics course,182,5993,215.57,19,3,0.046,1254,,Hyderabad,desktop,data anaytics training,0.030368764,1.184450549,11.34578947,5.817135965
A1514,data analytics course,83,3926,237.07,22,5,0.06,1667,07-11-2024,Pune,mobile,analytics for data,0.021141111,2.85626506,10.77590909,7.031678407
A1515,data analytics course,85,5570,221.73,14,7,0.046,1292,,Hyderabad,tablet,data analitics online,0.015260323,2.608588235,15.83785714,5.826906598
A1516,data analytics course,98,5571,208.4,15,7,0.071,1890,,Hyderabad,desktop,analytics for data,0.017591097,2.126530612,13.89333333,9.069097889
A1517,data analytics course,151,5700,182.27,13,3,0.054,1255,23-11-2024,Pune,mobile,data analytics course,0.026491228,1.207086093,14.02076923,6.885389806
A1518,data analytics course,122,4441,244.38,25,6,0.049,1505,,Pune,desktop,analytics for data,0.02747129,2.003114754,9.7752,6.158441771
A1519,data analytics course,84,4646,226.32,11,7,0.051,1596,30-11-2024,Hyderabad,tablet,analytics for data,0.018080069,2.694285714,20.57454545,7.051961824
A1520,data analytics course,127,5964,182.01,26,7,0.046,1490,,Delhi,desktop,data analytics course,0.021294433,1.433149606,7.000384615,8.186363387
A1521,data analytics course,148,4725,187.02,25,3,0.02,1586,,Hyderabad,mobile,learn data analytics,0.031322751,1.263648649,7.4808,8.48037643
A1522,data analytics course,85,4230,233.73,18,8,0.046,1998,,Delhi,tablet,data analytics course,0.020094563,2.749764706,12.985,8.54832499
A1523,data analytics course,105,3880,246.63,19,8,0.051,1598,,Pune,mobile,data anaytics training,0.027061856,2.348857143,12.98052632,6.479341524
A1524,data analytics course,187,3842,214.35,28,5,0.031,1596,,Hyderabad,mobile,online data analytic,0.048672566,1.146256684,7.655357143,7.44576627
A1525,data analytics course,153,3143,244.73,12,10,0.065,1365,,Hyderabad,mobile,online data analytic,0.048679605,1.599542484,20.39416667,5.577575287
A1526,data analytics course,143,5781,208.63,21,9,0.05,1443,,Delhi,mobile,data analitics online,0.024736205,1.458951049,9.934761905,6.916550832
A1527,data analytics course,183,3790,202.48,21,8,0.037,1215,,Hyderabad,desktop,data anaytics training,0.04828496,1.106448087,9.641904762,6.000592651
A1528,data analytics course,172,4250,235.2,28,7,0.046,1036,,Delhi,mobile,learn data analytics,0.040470588,1.36744186,8.4,4.404761905
A1529,data analytics course,98,3800,240.45,16,3,0.031,1700,01-11-2024,Hyderabad,desktop,data analytics course,0.025789474,2.453571429,15.028125,7.070076939
A1530,data analytics course,87,4675,200.71,28,6,0.069,1428,,Delhi,mobile,analytics for data,0.018609626,2.307011494,7.168214286,7.114742664
A1531,data analytics course,84,5711,216.02,13,6,0.046,1654,17-11-2024,Hyderabad,desktop,data anaytics training,0.014708457,2.571666667,16.61692308,7.656698454
A1532,data analytics course,151,3022,191.35,13,4,0.026,1133,,Hyderabad,mobile,learn data analytics,0.049966909,1.267218543,14.71923077,5.921087013
A1533,data analytics course,113,5407,203.23,15,9,0.037,1745,,Hyderabad,desktop,data anaytics training,0.020898835,1.798495575,13.54866667,8.586330758
A1534,data analytics course,89,5095,202.21,22,4,0.056,1065,07-11-2024,Hyderabad,tablet,data analytics course,0.017468106,2.272022472,9.191363636,5.26680184
A1535,data analytics course,174,3587,217.67,10,7,0.04,1226,,Hyderabad,mobile,data anaytics training,0.048508503,1.250977011,21.767,5.63237929
A1536,data analytics course,166,5524,205.53,25,7,0.046,1241,,Hyderabad,mobile,analytics for data,0.030050688,1.23813253,8.2212,6.038047974
A1537,data analytics course,196,3777,246.52,20,5,0.026,1159,15-11-2024,Hyderabad,desktop,data analytics course,0.051893037,1.257755102,12.326,4.701444102
A1538,data analytics course,97,3480,233.32,22,3,0.031,1008,,Pune,desktop,data analitics online,0.027873563,2.405360825,10.60545455,4.320246871
A1539,data analytics course,89,4200,200.98,23,8,0.046,1476,,Hyderabad,mobile,data analytics course,0.021190476,2.258202247,8.73826087,7.34401433
A1540,data analytics course,130,5384,218.6,24,8,0.062,1943,28-11-2024,Delhi,mobile,learn data analytics,0.024145617,1.681538462,9.108333333,8.888380604
A1541,data analytics course,103,4766,245.34,11,8,0.078,1488,08-11-2024,Hyderabad,desktop,analytics for data,0.021611414,2.381941748,22.30363636,6.06505258
A1542,data analytics course,138,3322,196.83,17,8,0.058,1505,,Hyderabad,desktop,online data analytic,0.04154124,1.426304348,11.57823529,7.646192146
A1543,data analytics course,127,4625,207.62,17,3,0.024,1811,17-11-2024,Hyderabad,desktop,learn data analytics,0.027459459,1.63480315,12.21294118,8.72266641
A1544,data analytics course,170,4689,195.98,26,6,0.035,1873,14-11-2024,Hyderabad,desktop,data analitics online,0.036255065,1.152823529,7.537692308,9.557097663
A1545,data analytics course,115,3764,197.47,20,5,0.046,1952,,Hyderabad,desktop,learn data analytics,0.030552604,1.717130435,9.8735,9.88504583
A1546,data analytics course,132,3365,198.01,17,9,0.068,1161,,Pune,desktop,analytics for data,0.03922734,1.500075758,11.64764706,5.863340235
A1547,data analytics course,168,3392,230.77,15,9,0.054,1504,,Hyderabad,mobile,online data analytic,0.049528302,1.373630952,15.38466667,6.517311609
A1548,data analytics course,145,5978,223.3,30,10,0.046,1859,20-11-2024,Hyderabad,mobile,online data analytic,0.024255604,1.54,7.443333333,8.325123153
A1549,data analytics course,163,3340,217.35,26,7,0.043,1751,,Hyderabad,tablet,data anaytics training,0.048802395,1.333435583,8.359615385,8.056130665
A1550,data analytics course,84,4407,192.52,19,10,0.119,1221,03-11-2024,Hyderabad,tablet,learn data analytics,0.019060585,2.291904762,10.13263158,6.342198213
A1551,data analytics course,124,3180,180.8,17,6,0.048,1822,11-11-2024,Hyderabad,mobile,online data analytic,0.038993711,1.458064516,10.63529412,10.07743363
A1552,data analytics course,162,4947,233.76,23,6,0.045,1973,,Pune,tablet,data analytics course,0.032747119,1.442962963,10.16347826,8.44028063
A1553,data analytics course,119,4480,184.25,20,3,0.025,1985,,Hyderabad,mobile,online data analytic,0.0265625,1.548319328,9.2125,10.7734057
A1554,data analytics course,151,5595,246.66,24,4,0.026,1921,29-11-2024,Hyderabad,desktop,learn data analytics,0.026988382,1.633509934,10.2775,7.788048326
A1555,data analytics course,190,4808,199.94,16,6,0.032,1454,,Hyderabad,desktop,data analitics online,0.039517471,1.052315789,12.49625,7.272181654
A1556,data analytics course,138,3382,204.12,27,7,0.051,1386,,Pune,tablet,learn data analytics,0.040804258,1.479130435,7.56,6.790123457
A1557,data analytics course,100,4643,214.46,16,9,0.09,1179,,Pune,tablet,online data analytic,0.021537799,2.1446,13.40375,5.497528677
A1558,data analytics course,187,5400,210,14,7,0.046,1945,15-11-2024,Delhi,desktop,analytics for data,0.03462963,1.122994652,15,9.261904762
A1559,data analytics course,176,3400,191.5,29,3,0.046,1429,,Delhi,mobile,online data analytic,0.051764706,1.088068182,6.603448276,7.462140992
A1560,data analytics course,117,4223,215.57,28,6,0.059,1489,,Hyderabad,mobile,data anaytics training,0.027705423,1.842478632,7.698928571,6.907269101
A1561,data analytics course,196,4518.5,206.31,24,8,0.051,1426,,Hyderabad,tablet,data analitics online,0.043377227,1.052602041,8.59625,6.911928651
A1562,data analytics course,155,3864,222.17,12,3,0.046,1407,21-11-2024,Pune,mobile,data anaytics training,0.040113872,1.433354839,18.51416667,6.332988252
A1563,data analytics course,188,3838,240.99,15,3,0.016,1951,,Pune,mobile,data analytics course,0.048983846,1.281861702,16.066,8.095771609
A1564,data analytics course,81,5659,222.98,25,4,0.057,1654,19-11-2024,Hyderabad,tablet,data analitics online,0.014313483,2.752839506,8.9192,7.417705624
A1565,data analytics course,125,4794,215.57,28,7,0.051,1453,22-11-2024,Hyderabad,desktop,data analitics online,0.026074259,1.72456,7.698928571,6.740269982
A1566,data analytics course,158,5214,222.28,21,3,0.019,1630,,Pune,desktop,data analytics course,0.03030303,1.406835443,10.5847619,7.333093396
A1567,data analytics course,133,5762,196.02,10,5,0.038,1505,,Hyderabad,tablet,data analytics course,0.023082263,1.473834586,19.602,7.677787981
A1568,data analytics course,128,5026,239.88,15,9,0.07,1745,,Delhi,mobile,analytics for data,0.025467569,1.8740625,15.992,7.274470569
A1569,data analytics course,148,3883,181.4,30,4,0.027,1966,16-11-2024,Pune,desktop,analytics for data,0.03811486,1.225675676,6.046666667,10.83792723
A1570,data analytics course,92,4605,234.69,29,3,0.046,1264,30-11-2024,Delhi,mobile,data anaytics training,0.019978284,2.550978261,8.092758621,5.385828114
A1571,data analytics course,147,4518.5,205.83,25,8,0.046,1728,02-11-2024,Pune,desktop,data analytics course,0.03253292,1.400204082,8.2332,8.395277656
A1572,data analytics course,136,5454,247.7,13,6,0.044,1687,,Pune,mobile,data analitics online,0.024935827,1.821323529,19.05384615,6.810658054
